Commit message,Class,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
removed the enum and moved to a different way  may need to evolve this more but it seems to be ok for now..,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rtweaver - move ClassVisitor functionality to an inner Visitor class,move,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renamed ProtocolContext to ProtocolTools to better reflect its purpose. Fixed remaining test failures by moving validation from the projection rules (where the model may not yet be complete enough) to a validation rule that is triggered on the projected local model,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[HER-1605] Refactor parameterizable policies out of frontier * defaults.xml     update bundled profile for new chains refactoring * CrawlController.java     move to three processor-chains rather than one * Frontier.java     (loadSeeds) removed * ToeThread.java     delegate most processing-loop to FetchChain and DispositionChain * AbstractFrontier.java  WorkQueueFrontier.java     move policies/calculation out to processors * CandidatesProcessor.java     new processor for DispositionChain that runs every outlink through CandidateChain * CrawlStateUpdater.java -> DispositionProcessor.java     rename  expand to prep CrawlURI for frontier * FrontierScheduler.java     deleted; use CandidatesProcessor/CandidateChain * LinksScoper.java     deprecated; use CandidatesProcessor/CandidateChain/CandidateScoper     (only temporarily retained for ease of comparison) * CandidateScoper.java     simple single-URI scope-testing for CandidateChain * FrontierPreparer.java     precalculate all frontier-policies in CandidateChain  before scheduling * PreconditionEnforcer.java     ProcessorURI->CrawlURI; take on some prerequisite preparation previously deferred to elsewhere * ProcessorsReport.java     update for 3-chains of Processors * SheetOverlaysManager.java     (applyOverridesTo) moved here for broader use * CandidateChain.java  FetchChain.java  DispositionChain.java     role-specific subclasses of ProcessorChain (suitable for type-based autowiring) * CrawlURI.java     new fields/accessors of use to new chains/frontier * PostProcessor.java     deleted; skip-to-'postprocessing' is now skip-to-end-of-chain * ProcessorChain.java     take-on control loop formerly in ToeThread * ProcessResult.java     absorb ProcessStatus     eliminate problematic STUCK result,move,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.036144578,0.058823529,0.035714286,0,0,0.083333333,0.142857143,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Various further tidying up changes  mostly to tests.  Includes updated versions of test Derby database and test data as formats are now stored in the template and not added and deleted with each test.  This is mandated by the move away from Hibernate coupled with the way existing vs new profiles are handled in the existing code.,move,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.020408163,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
- Half-finished preferences pane - displays but doesn't save back yet - Moved handling of xml preferences file from UIStarter to UserPreferences - Made the logger only print class name insead of whole package - Tidied AboutMessageDialog - Other insignificant changes,move,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.224489796,0,0.265306122,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_if_actor: Restored the old If actor in org.dawb.passerelle.actors.flow. Moved the new dynamic port If actor to org.dawb.passerelle.actors.ifdynaport.,move,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.024096386,0,0.023809524,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Refactoring: Move shared code to helper class.  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@1054791 13f79535-47bb-0310-9956-ffa450edef68,move,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.036144578,0,0.035714286,0.020833333,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0.012048193,0,0,0,0,0
Structural link bendpoints  Finished implementation of source and target movements.,move,0,0,0,0,0.125,0.5,0.066666667,0,0,0,0,0,0,0,0,0.12244898,0,0.12244898,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<Sri> #148 | 1) Moved field patientType from Patient to Treatment. 2) TreatmentStartCriteria now makes the check on current treatment to find patientType. 3) Removed superfluous latestProvidedTreatment method on Patient - replacing it with getter for already present field.,move,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.024096386,0,0.023809524,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remove circular dependency between DocumentLoader and JsonUtils  The public API for DocumentLoader is unchanged  but the protected static API for DocumentLoader has been modified to move all of the implementation methods and fields into JsonUtils,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newtools: some cleanup on OptionGroup passing  added option to avoid removal of const fields  moved actual code remover into own optimizer class,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bump to 0.7.0-SNAPSHOT.  * Reintroduce shake detection as its own module. * Move YAFFS-specific directory sync to its own module. * Focus HTTP and I/O modules. * Queue module for `QueueFile` and future queue-related stuff.,move,0,0,0,0,0.0625,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0.117647059,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0
Delete ListTest (ListSubject is long gone) and move the tests to IterableSubject. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=95326140,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081633,0,0.183673469,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safer Date / DateTime Parsing  All Date and DateTime parsing moved to the safeDateTimeConvert() and safeDateConvert() functions.  These handle errors by returning null.,move,0,0,0,0,0,0.5,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
removing redundant functions in ExtGraph (duplicated by sesame's GraphUtil).  movign implementations of util methods to Graphs.  ExtGraph now an interface  ExtGraphImpl the implementation  calls are jsut delegated to Graphs.  Adding two new Graph extensions  which ExtGraph implements IOGraph for RIO util methods and FunctionalGraph for supporting Guava functional classes.  Renaming StatementFunctions to Statements  adding additional functional utility methods on there.  Adding TestGraphs for testing the main Graphs funcionality. generally cleaning up ExtGraph/ExtGraphImpl,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix ant tests - PMDTaskTest is moved partly to java  javascript and xml,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Importer Plugins are r/w from settings.xml => just add classes to path and names to xml for new File Format DefaultPreferences moved to PreferencesManager => Lasercutter etc are saved in XML by default.,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-deterministic mode switching moved to DEECo-independent library.,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da: CotentWriter > ContentReader  move isolation support to Reader  selectWithRetry,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add SnapshotAcceptanceTest  mostly with tests moved from SnapshotTaskTest  These tests ended up uncovering a few bugs  which I've fixed.,move,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.040816327,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REFACTOR moved image utility methods to own class,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACES-1898 Develop alloy:dialog  alloy:outputTooltip  and alloy:popover components (Added abstract tags in the components-ext.xml to avoid unnecessary copy/paste. Moved headerText and autoHide from hidden attributes to generated code by specifying <yui>true</yui> and a <yuiName> for both of them. In OutputTooltip changed the cssClass attribute to be the yuiName of the styleClass attribute. Overrode encodeCssClass() to utilize encodeNonEscapedString().),move,0,0,0,0,0,0,0.066666667,0,1,0.058823529,0,0,0,0,0,0.020408163,0,0.020408163,0.048192771,0.117647059,0.047619048,0.020833333,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0.095238095,0,0,0.5,0,0,0.386363636,0.915662651,0,0,0,0,0
refactoring: move private method linesCutEachOther from MultiPolygonRelation into Utils  no functional change  git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/split-shape@3787 25d90789-57f7-4ee0-8453-03a3dfeeeb22,move,0,0,0,0,0,0,0.066666667,0,1,0.176470588,0,0,0.133333333,0,0,0,0,0.020408163,0.024096386,0,0.023809524,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
- FRAG3: https://issues.jboss.org/browse/JGRP-2154 - Using FragTest to test both FRAG2 and FRAG3 - FRAG3: moved locking into FragEntry,move,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0.06122449,0,0.020408163,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.011363636,0,0,0,0,0,0
HV-369: Moved collection of failing constraints to ConstraintTree,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
* Postgres impl is complete * added QueryOptionPostgresqlSearch to represent Postgres search option such as language * moved some function from JdbcDBUtils to JdbcPersistenceManager in order to be able to override them in PostgresqlPersistenceManager,move,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
observer/observable pattern for UI view; interfaces Moveable and MoveableContainer; refactoring (mega commit due to problems with remote branching),move,0,0,0,0,0,0,0.066666667,0,0,0.176470588,0.125,0.333333333,0,0,0,0,0,0,0.036144578,0,0.035714286,0.020833333,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363636,0.084337349,0,0,0,0,0
Blank signs bug fix  doesn't compress chunks that are not in active chunks  replaced worlds onLoad  uses player move events to track player location  created ReflectUtil to handle field transfers,move,0,0,0,0,0,0,0,0,0,0.117647059,0.125,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034090909,0.036144578,0,0,0,0,0
HV-441: Moving createAnnotationProxy() to ConfiguredConstraint,move,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.530120482,0,0,0,0,0
Many changes / improvement on Image Loader (grouped importer  stitching..)  * AbstractImageProvider: replaced getImageByTile(..) by getPixelsByTile(..) and the method now support region loading. * Array1DUtil: added copyRect(...) method for easier 'rectangular' copy * ClassUtil: added getJarPath(Class) method * IcyColorMap: minor fix on copyFrom(..) method * IcyExceptionHandler: Error report now use the WebInterface method * ImageUtil: added getTileList(Rectangle region  ...) method * Loader:  - reworked getSequenceFileImporters(..) methods to be more generic  - moved file grouping in separate class  - reworked Sequence loading/building from multiple file.  - minor tweak on preview panel * LociImporterPlugin:  - added automatic Stitching if needed  - added Metadata level selection using 'flags' in open(..) method  - reverted 'groupFiles' property back to true by default  - implemented getPixelsByTile(..) method with region loading support  - added region loading support to getImageByTile(..) method  - added sub resolution support to getImage(IFormatReader  ...) method  - added sub resolution support to getPixelsInternal(IFormatReader  ...) methods  - added sub resolution support to getImageInternal(IFormatReader  ...) methods * Sequence:  - tweaked getOverlays(Class) method  - added getSelectedROISet(Class) method  - added getSelectedROIs(Class roiClass  sorted  wantReadOnly) method * SeriesSelectionDialog: now use SequenceIdImporter instead of SequenceFileImporter importer. * SystemUtil: getJavaVersionAsNumber() now returns JAVA version as major numbers (6.0xx  7.0xx  8.0xx  9.0xx  ...) * LUT: minor fix on setAlphaToOpaque(..) method * OMEUtil: added getNonNegativeInteger(int) method * PluginDescriptor: better information recovering for bundled plugin. * Documentation fixes,move,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.530120482,0,0,0,0,0
Add new deletion / upload endpoints  to allow deletion or upload of single pieces of content to youview. Also move youview feeds endpoints to processing rather than app servers.,move,0,0,0,0,0.0625,0,0.066666667,0,0,0,0,0,0.066666667,0,0,0,0,0,0.012048193,0.117647059,0.011904762,0.083333333,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0
Split QTIXMLReader up into a more general class and moved things around a bit,move,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.530120482,0,0,0,0,0
Added preferences and move support.   - Added initial preferences system. Currently stores move destination and season prefix string. Is backed by XML file persisted using Xstream. File is settings.xml located in the launch dir of tv-renamer. UI is needed to configure preferences.  - Added move support. Files are moved to directory set in preferences automatically. UI is also needed for this to show progress of move (when crossing boundaries) as well as showing source and destination directories.  - Bumped version to 0.5b2.,move,0,0,0,0,0.125,0.5,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0.011904762,0.083333333,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix #110 moving UtilityContext into separate contexts,move,0,0,0.333333333,0.333333333,0.25,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestInfoDTO was expanded with endTime and moved to FetchUtil,move,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.704545455,0.445783133,0,0,0,0,0
Bit of refactoring of the calculation classes: * KenyaEmrCalculation becomes BaseKenyaEmrCalculation * Methods of KenyaEmrCalculation that had to be public  moved to CalculationUtils * ART specific calculations moved into .art sub package,move,0,0,0,0,0,0,0.066666667,0,0,0.117647059,0,0.333333333,0.133333333,0,0,0,0,0,0.024096386,0,0.023809524,0.083333333,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.530120482,0,0,0,0,0
MapSubject.containsKey() now shows type names when toString()s are equal.  Note: Some static methods were moved from IterableSubject to SubjectUtils. These are completely unchanged.  ------------- Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=156197978,move,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.024096386,0,0.023809524,0.083333333,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[BACKLOG-16058] Changes UtilHtmlSanitizer function params and moves name sanitization from ConnectionService to ConnectionServiceImpl,move,0,0,0,0,0,0,0,0,0,0.058823529,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Increased stability in the assertCurrentActivity methods as well as in pressSpinnerItem. Also moved waitForActivity to the Waiter class and some other minor refactoring,move,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
* support for plist and json responses  which (when used with default registration) can be accessed by using a .plist or .json extension * collapsed ERXAbstractXmlRestResponseWriter and ERXXmlRestResponseWriter by just moving the overriden methods to be the defaults in ERXAbsrtactRestResponseWriter * it APPEARS that i can cheat and not add a billion commons- jars for the purposes of serializaing maps and arrays -- so I'm just using jsonlib + ezmorph for now,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Further minor refactor of LTI/OAuth stuff  I've moved most of the key stuff into a single utility class to make it easier to test/debug things.,move,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enables condensed naming. This required moving some of the name generation methods to the AbstractGenerator to provide them access to the GeneratorContext. This had the side effect of cleaning up the way the main classes and interfaces are retrieved.,move,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changed inheritance and moved stuff to ERXComponent,move,0,0,0,0,0,0,0,0,0,0.058823529,0.125,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363636,0.012048193,0,0,0,0,0
get rid of shell test target  move rest tests to slow-tests since they don't need hadoop,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV-313: moving ConstraintAnnotationVisitor#reportError() to new class MessagerAdapter  moving ConstraintAnnotationVisitor#initDiagnosticKind() to ConstraintValidationProcessor  git-svn-id: https://svn.jboss.org/repos/hibernate/validator/trunk@19289 1b8cb986-b30d-0410-93ca-fae66ebed9b2,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Moved the SslContext field to the TcpClient/Server classes (UDP does not support SSL) o Added some missing Javadoc o Added a initSecured(session) method to initialize the SL layer if needed.  git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@1333259 13f79535-47bb-0310-9956-ffa450edef68,move,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Updated to support Mambu 3.9 API changes  1. MBU-7336   Create Group APIs 1a also  included code for MBU-7337 -Edit Groups API. NOTE: MBU-7337 will be now supported by Mambu in 3.10 only. Added TODOs to test when ready ClientService 2. MBU-7351 - Get Group Roles  and Get Details for Group Role APIs ClientService 3.MBU-7061 - Get Client Types API (for Clients and for Groups) API ClientService 4. MBU-7312  MBU-7313 - Client Profile Picture and Signature: APIs to Store  Retrieve and Delete ClientService  DocumentService ServiceHelper notes: moved  makeParamsForDocumentJson() to ServiceHelper DemoUtil: moved the encodeFileIntoBase64String() to DemoUtil from DemoTestDocuments 5. MBU-6789  MBU-7676-  Get Repayments Schedule preview for a loan product API LoanService  ServiceHelper 6. MBU-7758 - Patch loan account terms API LoanService  ServiceHelper 7. MBU-6813 - Update loan account repayments API RepaymentsService 8. MBU-7189 - Undo loan account disbursement API LoanService 9.   MBU-7034 - Custom Fields - refactoring to support client types. Updated demo programs DemoTestOrganizationService  10. MBU-7467 -  Updated comments only: allow username  key to id to be used in place of username for getting Tasks       MBU-6908 - Updated comments only: allow user key and id for updating custom fields for the user  11. Enhanced DemoUtil to provide more helper methods for testing and runs automation - created helpers to run API tests for specific accounts and products - created helpers to create new accounts to be consistent with the tested product type - created helpers to create custom fields for new accounts to be valid for tested product and client role - rearranged some test cases to allow for higher probability of the successful end-to-end runs  12. Updated Demo programs to test new APIs. Used new generic helper methods and re-arranged test calls to allow for better test automation and less test data dependency.  Miscellaneous: 13. Updated pom file to use 3.9 model  jar and to build Mambu-Java-3.9-bin.jar 14. Added missing wrapper for Delete Document API (available since 3.3  see MBU-3526 ) DocumentsService 15. Updated ApiDefinition and ServiceExecutor to support new APIs Added new definitions: GET_OWNED_ENTITY  PATCH_OWNED_ENTITIES.  PATCH_JSON 16. Removed unused class util/APIExceptionData.java. This class was never used and is not needed.  Mambu’s ReturnCode enum class can be used instead. Removed an unused constructor in MambuApiResponseMessage referencing this class. 17. Deprecated ACCOUNT_TYPE enum in APIData class.  Mambu’s existent Account.Type class (from the model) should be used instead. Updated Savings Service to use Mambu’s Account.Type.  Deprecated original methods using ACCOUNT_TYPE. ApiData  SavingsService 18. TaskSerice  correction: renamed getTasks() to getTask() 19. RequestExecutorImpl.java - updated logging JSON data to better handle encoded content for profile picture/signature API 20. Updated RAEDME file,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleaned up StackImpl and LocalsImpl by moving logic into TypeUtils,move,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shruthi  Dev | #21 | Moved treatment card specific views to TreatmentCardController,move,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complete got rid of code generating code in AST classes  all code moved to JsCodeGenerator,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Moved reporter construction logic further into ReporterManagerFactory  git-svn-id: https://svn.apache.org/repos/asf/maven/surefire/trunk@1098246 13f79535-47bb-0310-9956-ffa450edef68,move,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
common jcopter wcet: moved various dump options into own subgroup,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katta | Moved all call details including inbox to KilkariCallDetailsService,move,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0.011904762,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
